Category,Type,Command,Hint,Default,Description
Terrain,Basic,apcost,<nbr>,,Action Point cost for moving through the terrain.
Terrain,Basic,dead,<nbr>,,The location starts with <nbr> * d6 corpses in it.
Terrain,Basic,fungus,<nbr>,,Fungus income for the terrain when owned.
Terrain,Basic,gems,<nbr>,,A bitmask value that determines the gem income of the location. See the Gem Income Bitmask table. Note that you can add multiple 1 income values together to create a higher income value of a certain type of gem. Maximum income for a single gem type is 7.
Terrain,Basic,gold,<nbr>,,Gold income for the terrain when owned.
Terrain,Basic,hands,<nbr>,,Hands of Glory income for the terrain when owned.
Terrain,Basic,herbs,<nbr>,,Herb income for the terrain when owned.
Terrain,Basic,iron,<nbr>,,Iron income for the terrain when owned.
Terrain,Basic,lifeforce,<nbr>,,Sets amount of lifeforce that can be drained from the square * 10. A plain has 10 and a forest 30. Negative values means square drain lifeforce with this radius (Pillar of Power has a value of -1).
Terrain,Basic,name,name,,Name of the terrain type.
Terrain,Basic,pop,<nbr>,,A value indicating the size of humanlike population. Farm = 5 City = 50.
Terrain,Basic,sacr,<nbr>,,Sacrifice income for the terrain when owned.
Terrain,Basic,spr,image.tga,,Sets the image file for the terrain square.
Terrain,Basic,trade,<nbr>,,Trade value of the terrain when owned.
Terrain,Basic,weed,<nbr>,,Weed income for the terrain when owned.
Terrain,Copy/Clear,clearfort,,,Clears the fort attributes of the selected terrain.
Terrain,Copy/Clear,clearspec,,,Clears the special attributes of the selected terrain.
Terrain,Special,anchored,,,Dimensionally anchored location.
Terrain,Special,barricade,,,Wooden barricade gate
Terrain,Special,batmap,<batmap nbr>,,Associates the terrain with a certain battle map. See table Battle Maps. This is usually used for fortified locations but villages also have a battle map.
Terrain,Special,bonusrelics,<value>,,Get this number of extra relics from this location. By default the amount of relics is one less than the amount of sacrifices earned.
Terrain,Special,bramblegate,,,Bramble gate
Terrain,Special,burnable,,,The terran can be burned like forest.
Terrain,Special,cave,,,The terrain counts as a cave.
Terrain,Special,citadel,,,The terrain functions as a citadel when owned.
Terrain,Special,cityname,,,This terrain should start with a random city name.
Terrain,Special,cloudgate,,,Cloud gate
Terrain,Special,deepspawn,,,Hybrid fishermen can appear here.
Terrain,Special,desert,,,The terrain counts as a desert for the purposes of abilities like Desert Move.
Terrain,Special,desertok,,,The terrain can appear in the southern portion of the map.
Terrain,Special,earthbarricade,,,Earth barricade gate
Terrain,Special,el,,,Terrain starts as converted to the worship of El.
Terrain,Special,enchantedgate,,,The fort has an enchanted gate
Terrain,Special,farsight,,,The terrain gives increased vision range when there are units present there. Watchtowers and some citadels have this attribute.
Terrain,Special,farvis,,,Can be seen from far away.
Terrain,Special,forest,,,The terrain counts as forest for the purposes of abilities like Forest Stealth.
Terrain,Special,forestcitadel,,,Can be used as citadel by the Troll King.
Terrain,Special,goldboost,,,The terrain provides a global boost to gold income when owned.
Terrain,Special,hardfly,,,Difficult to fly here costs 2 AP.
Terrain,Special,harvest,,,Structures with this command get double gold income during bumper harvest events. Farms have this attribute.
Terrain,Special,hoburg,,,All starting corpses here will be small size.
Terrain,Special,invisible,,,Terrain on top of the background (like the tower) is not drawn but the grass will still be drawn. Not a useful command for modding.
Terrain,Special,invseason,,,Seasons are reversed in this terrain.
Terrain,Special,ironboost,,,The terrain provides a global boost to iron incomewhen owned.
Terrain,Special,irongate,,,The fort has an iron gate
Terrain,Special,library1,,,Library level +1.
Terrain,Special,library2,,,Library level +2.
Terrain,Special,magicwalls,,,Ethereal units cannot pass through walls at this fort
Terrain,Special,melts,,,A hint to the AI that the terrain melts after the winter. Frozen lakes and rivers have this attribute. Not a useful command for modding.
Terrain,Special,mine,,,The terrain counts as a mine.
Terrain,Special,misty,,,Mist emanates from here.
Terrain,Special,mountain,,,The terrain counts as a mountain for the purposes of abilities like Mountain Move.
Terrain,Special,nevercold,,,This square will never get cold.
Terrain,Special,nosight,,,The terrain does not provide vision into adjacent squares when owned. Forests and swamps have this attribute.
Terrain,Special,nosnowpen,,,No income penalty from snow.
Terrain,Special,nostart,,,Players cannot start in this type of terrain. Other squares can be overwritten by a start citadel from a player.
Terrain,Special,nostdrec,,,Standard class based recruitment lists are not available in this terrain. Instead there are other units available for recruitment specific to the terrain.
Terrain,Special,ownable,,,The terrain can be claimed for ownership if it provides income the player can use.
Terrain,Special,port,,,Ships can enter this terrain.
Terrain,Special,rare,,,The terrain is a rare special terrain. It is sometimes deployed at a random place in Elysium by the random map generator.
Terrain,Special,realport,,,Ships can be recruited here.
Terrain,Special,ritrebate,<percent>,,All rituals cast on this location will be cheaper.
Terrain,Special,seepast,,,Far horizon (like sea).
Terrain,Special,settlement,,,Defines the terrain as a human settlement. Hamlets villages towns etc have this attribute.
Terrain,Special,smoke,,,Pixels with a certain pink color (2450255) will produce smoke. Pixels with color (2350255) will produce flames and smoke.
Terrain,Special,snowok,,,The terrain can appear in the northern portion of the map and can be snowy.
Terrain,Special,spreadcold,,,The terrain square spreads cold around it turning nearby squares snowy.
Terrain,Special,tempimmune,,,The terrain will not be transformed into a wasteland when it gets too hot
Terrain,Special,temple,,,The terrain counts as a temple.
Terrain,Special,town1,,,One town point.
Terrain,Special,town2,,,Two town points.
Terrain,Special,tradeboost,,,The terrain provides a global boost to trade points when owned.
Terrain,Special,ug,,,This is an underground terrain.
Terrain,Special,unqiue,,,This terrain is unique and can only be placed once by the random map generator.
Terrain,Special,useable,,,There is a special power inherent to the terrain that can be activated by commander actions.
Terrain,Special,voidret,,,The terrain is connected to the Void. Use for Pyramids and other such structures.
Terrain,Special,walls,,,The location has walls in battle and is a siegable location.
Terrain,Special,water,,,The terrain is water and cannot be passed unless it is frozen or the monsters moving through it are amphibian or aquatic.
Terrain,Special,woodencitadel,,,Can be used as citadel by the Senator
Terrain,Special,woodengate,,,The fort has a wooden gate
Terrain,Start,selectterr,<terrain nbr>,,Select the terrain to be modified. Select a low number to alter an existing terrain or select a number between 500 - 999 to create a new terrain.
Terrain Groups,Basic,addallforests,,,Adds all different forest terrains to the group. Jungles are not included.
Terrain Groups,Basic,addalljungles,,,Adds all different jungle terrains to the group.
Terrain Groups,Basic,addallsettlements,,,Adds all different human settlement terrains to the group.
Terrain Groups,Basic,addterr,<terrain nbr>,,Adds a terrain to this group. Negative numbers cannot be used here. By default a terrain group is empty.
Terrain Groups,Basic,gold,<nbr>,,Gold income for the terrain when owned.
Terrain Groups,Basic,invert,,,Inverts the contents of the group. Very useful when making a group that should contains all terrains but one.
Terrain Groups,Basic,remterr,<terrain nbr>,,Removes this terrain from the group.
Terrain Groups,Basic,setname,image.tga,,"Sets the name for the terrain group  e.g. ""forests and temples""."
Terrain Groups,Start,selectterrgroup,<terrgroup nbr>,,Select the terrain group to be modified. The number must be between -1000 and -1199. The numbers between -1 and -999 are reserved for standard CoE5 and cannot be modified.
Terrain Modding,Basic ,apcost,<nbr>,,Action Point cost for moving through the terrain.
Terrain Modding,Basic ,dead,<nbr>,,The location starts with <nbr> * d6 corpses in it.
Terrain Modding,Basic ,fungus,<nbr>,,Fungus income for the terrain when owned.
Terrain Modding,Basic ,gems,<nbr>,,A bitmask value that determines the gem income of the location. See the Gem Income Bitmask table. Note that you can add multiple 1 income values together to create a higher income value of a certain type of gem. Maximum income for a single gem type is 7.
Terrain Modding,Basic ,hands,<nbr>,,Hands of Glory income for the terrain when owned.
Terrain Modding,Basic ,herbs,<nbr>,,Herb income for the terrain when owned.
Terrain Modding,Basic ,iron,<nbr>,,Iron income for the terrain when owned.
Terrain Modding,Basic ,lifeforce,<nbr>,,Sets amount of lifeforce that can be drained from the square * 10. A plain has 10 and a forest 30. Negative values means square drain lifeforce with this radius (Pillar of Power has a value of -1).
Terrain Modding,Basic ,name,name,,Name of the terrain type.
Terrain Modding,Basic ,pop,<nbr>,,A value indicating the size of humanlike population. Farm = 5  City = 50.
Terrain Modding,Basic ,sacr,<nbr>,,Sacrifice income for the terrain when owned.
Terrain Modding,Basic ,spr,image.tga,,Sets the image file for the terrain square.
Terrain Modding,Basic ,trade,<nbr>,,Trade value of the terrain when owned.
Terrain Modding,Basic ,weed,<nbr>,,Weed income for the terrain when owned.
Terrain Modding,Clear,clearfort,,,Clears the fort attributes of the selected terrain.
Terrain Modding,Clear,clearspec,,,Clears the special attributes of the selected terrain.
Terrain Modding,Special,anchored,,,Dimensionally anchored location.
Terrain Modding,Special,barricade,,,Wooden barricade gate
Terrain Modding,Special,batmap,<batmap nbr>,,Associates the terrain with a certain battle map. See table Battle Maps. This is usually used for fortified locations  but villages also have a battle map.
Terrain Modding,Special,bonusrelics,<value>,,Get this number of extra relics from this location. By default the amount of relics is one less than the amount of sacrifices earned.
Terrain Modding,Special,bramblegate,,,Bramble gate
Terrain Modding,Special,burnable,,,The terran can be burned like forest.
Terrain Modding,Special,cave,,,The terrain counts as a cave.
Terrain Modding,Special,citadel,,,The terrain functions as a citadel when owned.
Terrain Modding,Special,cityname,,,This terrain should start with a random city name.
Terrain Modding,Special,cloudgate,,,Cloud gate
Terrain Modding,Special,deepspawn,,,Hybrid fishermen can appear here.
Terrain Modding,Special,desert,,,The terrain counts as a desert for the purposes of abilities like Desert Move.
Terrain Modding,Special,desertok,,,The terrain can appear in the southern portion of the map.
Terrain Modding,Special,earthbarricade,,,Earth barricade gate
Terrain Modding,Special,el,,,Terrain starts as converted to the worship of El.
Terrain Modding,Special,enchantedgate,,,The fort has an enchanted gate
Terrain Modding,Special,farsight,,,The terrain gives increased vision range when there are units present there. Watchtowers and some citadels have this attribute.
Terrain Modding,Special,farvis,,,Can be seen from far away.
Terrain Modding,Special,forest,,,The terrain counts as forest for the purposes of abilities like Forest Stealth.
Terrain Modding,Special,forestcitadel,,,Can be used as citadel by the Troll King.
Terrain Modding,Special,goldboost,,,The terrain provides a global boost to gold income when owned.
Terrain Modding,Special,hardfly,,,Difficult to fly here  costs 2 AP.
Terrain Modding,Special,harvest,,,Structures with this command get double gold income during bumper harvest events. Farms have this attribute.
Terrain Modding,Special,hoburg,,,All starting corpses here will be small size.
Terrain Modding,Special,invisible,,,Terrain on top of the background (like the tower) is not drawn  but the grass will still be drawn. Not a useful command for modding.
Terrain Modding,Special,invseason,,,Seasons are reversed in this terrain.
Terrain Modding,Special,ironboost,,,The terrain provides a global boost to iron incomewhen owned.
Terrain Modding,Special,irongate,,,The fort has an iron gate
Terrain Modding,Special,library1,,,Library level +1.
Terrain Modding,Special,library2,,,Library level +2.
Terrain Modding,Special,magicwalls,,,Ethereal units cannot pass through walls at this fort
Terrain Modding,Special,melts,,,A hint to the AI that the terrain melts after the winter. Frozen lakes and rivers have this attribute. Not a useful command for modding.
Terrain Modding,Special,mine,,,The terrain counts as a mine.
Terrain Modding,Special,misty,,,Mist emanates from here.
Terrain Modding,Special,mountain,,,The terrain counts as a mountain for the purposes of abilities like Mountain Move.
Terrain Modding,Special,nevercold,,,This square will never get cold.
Terrain Modding,Special,nodrown,,,No one will drown in this terrain. Fishes can be on land and vice versa here. Used for frozen water tiles.
Terrain Modding,Special,nosight,,,The terrain does not provide vision into adjacent squares when owned. Forests and swamps have this attribute.
Terrain Modding,Special,nosnowpen,,,No income penalty from snow.
Terrain Modding,Special,nostart,,,Players cannot start in this type of terrain. Other squares can be overwritten by a start citadel from a player.
Terrain Modding,Special,nostdrec,,,Standard class based recruitment lists are not available in this terrain. Instead  there are other units available for recruitment specific to the terrain.
Terrain Modding,Special,ownable,,,The terrain can be claimed for ownership if it provides income the player can use.
Terrain Modding,Special,port,,,Ships can enter this terrain.
Terrain Modding,Special,rare,,,The terrain is a rare special terrain. It is sometimes deployed at a random place in Elysium by the random map generator.
Terrain Modding,Special,realport,,,Ships can be recruited here.
Terrain Modding,Special,ritrebate ,<percent>,,All rituals cast on this location will be cheaper.
Terrain Modding,Special,seepast,,,Far horizon (like sea).
Terrain Modding,Special,settlement,,,Defines the terrain as a human settlement. Hamlets  villages  towns etc have this attribute.
Terrain Modding,Special,smoke,,,Pixels with a certain pink color (245 0 255) will produce smoke. Pixels with color (235 0 255) will produce flames and smoke.
Terrain Modding,Special,snowok,,,The terrain can appear in the northern portion of the map and can be snowy.
Terrain Modding,Special,spreadcold,,,The terrain square spreads cold around it  turning nearby squares snowy.
Terrain Modding,Special,tempimmune,,,The terrain will not be transformed into a wasteland when it gets too hot
Terrain Modding,Special,temple,,,The terrain counts as a temple.
Terrain Modding,Special,town1,,,One town point.
Terrain Modding,Special,town2,,,Two town points.
Terrain Modding,Special,tradeboost,,,The terrain provides a global boost to trade points when owned.
Terrain Modding,Special,ug,,,This is an underground terrain.
Terrain Modding,Special,unqiue,,,This terrain is unique and can only be placed once by the random map generator.
Terrain Modding,Special,useable,,,There is a special power inherent to the terrain that can be activated by commander actions.
Terrain Modding,Special,void,,,The terrain is part of the void. It is possible to both walk  swim and sail here.
Terrain Modding,Special,voidret,,,The terrain is connected to the Void. Use for Pyramids and other such structures.
Terrain Modding,Special,walls,,,The location has walls in battle and is a siegable location.
Terrain Modding,Special,water,,,The terrain is water and cannot be passed  unless it is frozen or the monsters moving through it are amphibian or aquatic.
Terrain Modding,Special,woodencitadel,,,Can be used as citadel by the Senator
Terrain Modding,Special,woodengate,,,The fort has a wooden gate
Terrain Modding,Start ,selectterr,<terrain nbr>,,Select the terrain to be modified. Select a low number to alter an existing terrain or select a number between 500 - 999 to create a new terrain.
Weapons,Basic,aoe,<nbr>,0,Sets the area of effect for the weapon in squares. The default value is 0 (a single monster). A value of x will hit up to x monsters near the target. There are also many special values that can be used for other kind of areas. See Table Area of Effects. Those that are written as e.g. 30xx must be written as a 4 digit number e.g. 'aoe 3005' for a cone of 5 squares.
Weapons,Basic,dmg,<nbr>,0,Sets the damage for the weapon. The default value is 0 which makes the weapon a natural weapon whose base damage is determined during monster modding. Note that damage types 12 and 13 require a bitmask value for their special effects. The special afflictions and benefit effects are listed in Table Special Afflictions and Table  Special Benefits.
Weapons,Basic,dmgtype,<nbr>,3,Sets the damage type for the weapon. Table Damage Types contains the list of possible damage types. The default value is 3 (piercing damage).
Weapons,Basic,init,<nbr>,2,Initiative value for the weapon default is 2. Some common initiative values are these 1=spell 2=fist/dagger/bow 3=club/axe 4=sword 6=spear.
Weapons,Basic,range,<nbr>,,The maximum range of the weapon. This should be 1 for melee weapons. A normal bow has range 5.
Weapons,Basic,trgrank,<nbr>,1,Sets the battlefield row where the weapon hits. See the Target Ranks table for the possible values. The default value is 1.
Weapons,Chained,next,,,If the target is wounded by the weapon it will also be hit by the next weapon i.e. the weapon defined next in the mod after this weapon. This command can only be used for new weapons so you must have created one with the newweapon command.
Weapons,Chained,nextalways,,,Like next but will take effect even if no damage was inflicted on the target.
Weapons,Chained,nextalwayswep,weapon name | <nbr>,,Like 'nextalways' but the additional strike will come from a named weapon that has already been created.
Weapons,Chained,nextdmg,<dmg>,,Sets the damage of the chained weapon.
Weapons,Chained,nextwep,weapon name | <nbr>,,Like 'next' but the additional strike will come from a named weapon that has already been created.
Weapons,Effects,blue,,,set color of damage numbers
Weapons,Effects,flylook,<look>,,The visual effect (see table Visual Effects) of the flying projectile ranged weapons only. If flymode is 1 a fly sprite (see table Fly Sprites) should be used instead of a look number.
Weapons,Effects,flymode,<flymode nbr>,,Set this if a projectile should be visible for a ranged attack. See Fly modes table. Those marked with an asterisk (*) behave like normal for aoe 1 effects but with larger aoe they still only create one flying graphical effect. Fireball uses this effect to create a single flying fireball but with a larger aoe explosion. If using a sprite (flymode 1) then the look value will be used to set the sprite used. See the table Fly Sprites for possible sprites to use.
Weapons,Effects,flysound,<sound>,,The sound effect when the projectile starts flying ranged weapons only. -1 = none.
Weapons,Effects,look,<look>,,Sets the visual effect that occurs where the weapon strikes down e.g. a fiery explosion for a fireball. See the Visual Effects table. The default is no visual effect.
Weapons,Effects,purple,,,set color of damage numbers
Weapons,Effects,reloadsnd,<sound>,,Sound when reloading -1 = none.
Weapons,Effects,sndvol,<dvol>,,dvol -50 = half volume 100 = double volume.
Weapons,Effects,sound,<sound>,,The sound effect when the weapon strikes down. See table Sound Effects.
Weapons,Effects,yellow,,,set color of damage numbers
Weapons,Special Attribute,affectanimal,,,The weapon only affects animals.
Weapons,Special Attribute,affecthuman,,,The weapon only affects units with the res_convert attribute.
Weapons,Special Attribute,affectmale,,,This weapon will not affect females
Weapons,Special Attribute,affectundead,,,The weapon only affects undead.
Weapons,Special Attribute,an,,,The weapon ignores armor.
Weapons,Special Attribute,arrow,,,The effects of this weapon can be negated by the Air Shield attribute.
Weapons,Special Attribute,clearwspec,,,Clears all special attributes of the weapon.
Weapons,Special Attribute,dispossess,,,Victim becomes a dispossessed spirit
Weapons,Special Attribute,drain,,,Draining damage that will heal the attacker
Weapons,Special Attribute,drown,,,Water breathers are immune to this weapon.
Weapons,Special Attribute,easymr,,,Passing an easy magic resistance check negates the effects of this weapon.
Weapons,Special Attribute,ethereal,,,The weapon does not affect Ethereal beings
Weapons,Special Attribute,flying,,,Flying and Floating units are immune.
Weapons,Special Attribute,flying2,,,Flying units have 75% chance of evading this attack
Weapons,Special Attribute,fullsweep,,,The attack will hit all adjacent units. The primary target takes full damage and all subsequent targets take a cumulative -1 damage (so the second target takes full damage -1 the third target takes full damage -2 etc).
Weapons,Special Attribute,ghoulify,,,Humanoids killed by this weapon will become ghouls
Weapons,Special Attribute,hardmorale,,,A morale check vs 1d20 negates the effects of this weapon.
Weapons,Special Attribute,hardmr,,,Passing a hard magic resistance check negates the effects of this weapon.
Weapons,Special Attribute,holykill,,,The weapon causes double damage against undead
Weapons,Special Attribute,huge,,,The weapon does not affect Huge beings.
Weapons,Special Attribute,inanimate,,,The weapon does not affect Lifeless beings.
Weapons,Special Attribute,large,,,The weapon does not affect monsters that are 2x2 tiles or larger in size on the battlefield.
Weapons,Special Attribute,lob,,,Use this command for arrows sling stones and other weapons with an arcing trajectory.
Weapons,Special Attribute,mind,,,The weapon does not affect Mindless beings.
Weapons,Special Attribute,morale,,,A morale check vs 1d10 negates the effects of this weapon.
Weapons,Special Attribute,mr,,,Passing a normal magic resistance check negates the effects of this weapon.
Weapons,Special Attribute,mundane,,,Being Ethereal protects against this weapon. Ethereal units have a 75% chance to be unaffected by the weapon. Most weapons such as swords and spears are mundane.
Weapons,Special Attribute,mutate,,,A victim killed by this weapon becomes a monster of the type that immediately follows the killer in the monster list. For example units killed by a Doppelganger become Doppelspawn which is the next unit in order from Doppelganger.
Weapons,Special Attribute,nostr,,,The weapon is unaffected by damage bonuses from any source
Weapons,Special Attribute,oneshot,,,The weapon can only be used once per battle.
Weapons,Special Attribute,onlyenemy,,,This weapon will not affect friendly troops
Weapons,Special Attribute,onlyfriend,,,This weapon will only affect friendly troops
Weapons,Special Attribute,poison,,,Poison resistance helps against this attack even though the weapon is not poison.
Weapons,Special Attribute,rangepen,,,Damage penalty at long range. All normal range weapons like bows and slings have this.
Weapons,Special Attribute,reanimate,,,A victim killed by the weapon becomes a Soulless.
Weapons,Special Attribute,reload1,,,It takes 1 combat round to reload this weapon.
Weapons,Special Attribute,reload2,,,It takes 2 combat rounds to reload this weapon.
Weapons,Special Attribute,reload3,,,It takes 3 combat rounds to reload this weapon.
Weapons,Special Attribute,replicate,,,A victim killed by this weapon becomes the same type of monster as the killer.
Weapons,Special Attribute,scatter,,,A missile weapon with this attribute may deviate one square
Weapons,Special Attribute,shieldneg,,,The weapon ignores shields.
Weapons,Special Attribute,soft,,,Armor is doubled vs this weapon
Weapons,Special Attribute,stone,,,Stone beings are immune to the weapon.
Weapons,Special Attribute,stonekill,,,x2 dmg vs stone beings and stone walls
Weapons,Special Attribute,strresist,,,The effects of this weapon can be resisted by a successful strength check.
Weapons,Special Attribute,sweep,,,The weapon can continue to kill multiple targets.
Weapons,Special Attribute,targterr,,,Weapon can target terrain
Weapons,Special Attribute,tree,,,Tree/bushes/fungus are immune to this weapon
Weapons,Special Attribute,undead,,,The weapon does not affect Undead units.
Weapons,Special Attribute,undkill,,,The weapon causes double damage against undead only
Weapons,Special Attribute,wallkill,,,x5 dmg vs walls and boats
Weapons,Start,newweapon,weapon name,,This command creates a new weapon.
Weapons,Start,selectweapon,weapon name | <nbr>,,Selects an existing weapon for modification. There may be several different weapons with the same name in which case you should use the weapon number for selecting the desired weapon. You can see existing weapon numbers in game by pressing ctrl-i when inspecting a unit.
