SCHOOL,SPELL,LEVEL,RANGE,MAGIC,AFFECTS,NO AFFECT,IGNORE AR,PRIMARY,AOE,NEGATION,xEFFECT,xAOE,xNEGATION,SPECIAL,SLOW,SCATTER,DESCRIPTION
Frost Magic,Icicle,1,6,Y,-,-,xEffect only,Pierce 1-6,Single,-,Cold 1-3,-,-,-,-,-,
Frost Magic,Blizzard,2,0,Y,-,-,Y,Cold 1-3,Entire Battlefield,-,-,-,-,-,Y,-,
Frost Magic,Encase in Ice,2,6,Y,-,-,Y,Cold 1-2,Burst 5,-,Imprison in Ice,-,MR 2d4 (reg),-,-,-,"Units imprisoned in ice are immobilized and gain 2 points of Armor, but take 1 point of cold Damage every combat round until the effect wears off (20% chance each round)"
Frost Magic,Falling Frost,2,10,Y,-,-,Y,Cold 1-6,Burst 25,-,-,-,-,-,-,-,
Frost Magic,Hail Storm,2,0,Y,-,-,-,Blunt 1-4,Entire Battlefield,-,-,-,-,-,Y,-,
Frost Magic,Ice Shards,2,10,Y,-,-,xEffect only,Pierce 1-12,3 strikes,-,Cold 1-3,-,-,-,-,-,
Frost Magic,Winter Ward,2,6,Y,-,-,-,Cold Resistance (100),Burst 25,-,-,-,-,-,-,-,Cold Damage reduced by 100%
Frost Magic,Frozen Flames,3,10,Y,-,-,Y,Cold 1-17,Burst 25,-,-,-,-,-,-,-,
Frost Magic,Ice Prison,3,6,Y,-,-,Y,Cold 1-6,Burst 25,-,Imprison in Ice,-,MR 2d4 (reg),-,-,-,"Units imprisoned in ice are immobilized and gain 2 points of Armor, but take 1 point of cold Damage every combat round until the effect wears off (20% chance each round)"
Frost Magic,Legion of Ice,3,6,Y,Only Friendly,Ethereal,-,"Cold Resistance (100), Armor +1",All Friends,-,-,-,-,-,-,-,Cold Damage reduced by 100%
Garnet Sorcery,Blood Boil,1,6,Y,-,Lifeless,Y,Fire 1-15,Single,MR 2d4,-,-,-,-,-,-,
Garnet Sorcery,Fire Shield,1,6,Y,-,-,-,Fire Shield (3),Single,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
Garnet Sorcery,Flames,1,6,Y,-,-,-,Fire 1-3,Burst 3,-,-,-,-,-,-,-,
Garnet Sorcery,Pain,1,6,Y,-,Lifeless,Y,Magic 1-10,Single,MR 2d4,-,-,-,-,-,-,
Garnet Sorcery,Agony,2,10,Y,-,Lifeless,Y,Magic 1-9,Burst 25,MR 2d4,-,-,-,-,-,-,
Garnet Sorcery,Blood Burst,2,6,Y,-,Lifeless,-,Magic 1-20,Burst 5,(ez) MR 1d5,-,-,-,-,-,-,
Garnet Sorcery,Flame Strike,2,6,Y,-,-,-,Fire 1-15,Single,-,-,-,-,-,-,-,
Garnet Sorcery,Soldiers of Flame,2,6,Y,-,-,-,Fire Shield (3),Burst 5,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
Garnet Sorcery,Falling Flames,3,10,Y,-,-,-,Fire 1-8,Burst 25,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Garnet Sorcery,Flame Explosion,3,8,Y,-,-,-,Fire 1-25,Single,-,Fire 1-8,Burst 9,-,-,-,-,
Geomancy,Earth Grip,1,6,Y,-,Flying/Floating,-,Earth Grip,Single,-,-,-,-,-,-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
Geomancy,Iron Skin,1,8,Y,-,Ethereal,-,Armor +2,Single,-,-,-,-,-,-,-,
Geomancy,Stone Shards,1,6,Y,-,-,-,Blunt 1-4,3 strikes,-,-,-,-,-,-,-,
Geomancy,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Geomancy,Tremor,1,6,-,-,Flying/Floating,-,Blunt 1-2,Burst 5,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Geomancy,Earth Meld,2,6,Y,-,-,-,Earth Grip,Burst 9,-,-,-,-,-,-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
Geomancy,Eruption,2,6,-,-,Flying/Floating,-,Blunt 1-9,Burst 5,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Geomancy,Iron Bolts,2,6,Y,-,-,-,Blunt 1-10,5 strikes,-,-,-,-,-,-,-,
Geomancy,Soldiers of Steel,2,8,Y,Only Friendly,Ethereal,-,Armor +2,Burst 5,-,-,-,-,-,-,-,
Geomancy,Strength of the Earth,2,8,Y,-,Ethereal,-,"Regeneration, Strength +2",Burst 5,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
Geomancy,Summon Earth,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Lesser Earths,Y,-,A maximum of about 25 Lesser Earths can be summoned in a single battle; CANNOT be cast at sea
Geomancy,Army of Gold,3,6,Y,Only Friendly,Ethereal,-,"Fire Resistance (100), Armor +2",All Friends,-,-,-,-,-,-,-,All Friendly Units have Fire Damage reduced by 100%
Geomancy,Chasm,3,6,Y,-,Flying/Floating; Giant sized,Y,Blunt 1-100,Crack 15,-,Earth Grip,-,-,-,-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
Geomancy,Earthquake,3,0,-,-,Flying/Floating,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Geomancy,Maws of the Earth,3,6,Y,-,Flying/Floating; Giant sized,Y,Blunt 1-100,Crack 5,-,Earth Grip; Fire 1-8,-,-,x5 damage vs Walls (Primary only),-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
Gold Arcana,Fire Resistance,1,6,Y,-,-,-,Fire Resistance (100),Burst 3,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Gold Arcana,Flames,1,6,Y,-,-,-,Fire 1-3,Burst 3,-,-,-,-,-,-,-,
Gold Arcana,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Gold Arcana,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Gold Arcana,Sunbeam,1,8,Y,-,-,Y,Fire 1-2,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Gold Arcana,Antimagic,2,8,Y,-,-,-,Magic Resistance +2,Burst 25,-,-,-,-,-,-,-,
Gold Arcana,Fire Ward,2,6,Y,-,-,-,Fire Resistance (100),Burst 25,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Gold Arcana,Fireball,2,6,Y,-,-,-,Fire 1-15,Burst 5,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Gold Arcana,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Gold Arcana,Incinerate,2,6,Y,-,-,Y,Fire 1-25,Single,-,-,-,-,-,-,-,
Gold Arcana,Solar Flare,2,8,Y,-,-,Y,Fire 1-8,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Gold Arcana,Soul Slay,2,10,Y,-,Mindless,Y,Magic 1-999,Single,(gd) MR 2d6,Paralyzation,-,MR 2d4 (reg),-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Gold Arcana,Summon Fire,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-2 Lesser Fires; Burn Forest,Y,-,A maximum of about 25 Lesser Fires can be summoned in a single battle; CANNOT be cast at sea; Grants Burn Forest ability
Gold Arcana,Army of Gold,3,6,Y,Only Friendly,Ethereal,-,"Fire Resistance (100),  Armor +2",All Friends,-,-,-,-,-,-,-,All Friendly Units have Fire Damage reduced by 100%
Gold Arcana,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Gold Arcana,Flame Storm,3,10,Y,-,-,-,Fire 1-7,Burst 50,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Gold Arcana,Pillar of Fire,3,8,Y,-,-,-,Fire 1-60,Single,-,Fire 1-8,Burst 9,-,Burn Forest,-,-,Grants Burn Forest ability
Golden Magic,Fire Resistance,1,6,Y,-,-,-,Fire Resistance (100),Burst 5,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Golden Magic,Flames,1,6,Y,-,-,-,Fire 1-3,Burst 3,-,-,-,-,-,-,-,
Golden Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Golden Magic,Sunbeam,1,8,Y,-,-,Y,Fire 1-2,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Golden Magic,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Golden Magic,Fire Ward,2,6,Y,-,-,-,Fire Resistance (100),Burst 25,-,-,-,-,-,-,-,Fire Damage reduced by 100%
Golden Magic,Fireball,2,6,Y,-,-,-,Fire 1-15,Burst 5,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Golden Magic,Solar Flare,2,8,Y,-,-,Y,Fire 1-8,Burst 5,-,Blindness,-,MR 2d4 (reg),x2 damage vs Undead,-,-,Unit almost always misses with attacks
Golden Magic,Army of Gold,3,6,Y,Only Friendly,Ethereal,-,"Fire Resistance (100),  Armor +2",All Friends,-,-,-,-,-,-,-,All Friendly Units have Fire Damage reduced by 100%
Golden Magic,Army of the Sun,3,8,Y,Only Friendly,Undead,-,Awe*,Burst 25,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
Golden Magic,Flame Storm,3,10,Y,-,-,-,Fire 1-9,Burst 50,-,-,-,-,Burn Forest,-,-,Grants Burn Forest ability
Golden Magic,Slumbering Army,3,0,Y,Only Enemy,Mindless,-,Sleep,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Hedge Magic,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Hedge Magic,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Hedge Magic,Flame Burst,1,6,Y,-,-,-,Fire 1-8,Single,-,-,-,-,-,-,-,
Hedge Magic,Fortitude,1,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 5,-,-,-,-,-,-,-,
Hedge Magic,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hedge Magic,Magic Stones,1,6,Y,-,-,-,Blunt 1-6,2 strikes,-,-,-,-,-,-,-,
Hedge Magic,Poison Cloud,1,6,Y,-,-,Y,Poison 1-4,Burst 5,-,-,-,-,-,-,-,
Hedge Magic,Poison Web,1,6,Y,-,-,Y,Poison 1-5,Single,-,Net,-,-,-,-,-,Net victim cannot do anything until it breaks free by making a successful STR 1d12
Hedge Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Hedge Magic,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Hedge Magic,Summon Wolf,1,E,Y,-,-,-,Summon,-,-,-,-,-,1 Wolf,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Hedge Magic,Vine Arrow,1,5,-,-,Flying/Floating (xEffect Only),-,Pierce 1-6,Single,-,Entanglement,-,-,-,-,-,Entangled victim cannot do anything until it breaks free by making a successful Strenght test vs 1d14
Hedge Magic,Curse of the Frog Prince,2,4,Y,Only Enemy,Lifeless,-,Polymorph,Single,MR 2d4,-,-,-,Change into Frog,-,-,Unit turns into a Frog
Hedge Magic,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Hedge Magic,Poison Mist,2,8,Y,-,-,Y,Poison 1-8,Burst 25,-,-,-,-,-,-,-,
Hedge Magic,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hedge Magic,Summon Great Boar,2,E,Y,-,-,-,Summon,-,-,-,-,-,1 Great Boar,-,-,A maximum of about 25 Great Boars can be summoned in a single battle; CANNOT be cast at sea
Hedge Magic,Summon Murder of Crows,2,10,Y,-,-,-,Summon,-,-,-,-,-,1-3 Murder of Crows,-,-,A maximum of about 200 Murder of Crows can be summoned in a single battle
Hedge Magic,Summon Wolves,2,E,Y,-,-,-,Summon,-,-,-,-,-,1-3 Wolves,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Hedge Magic,Animate Tree,3,6,Y,-,-,-,Animate Tree,Single,-,-,-,-,-,-,-,
Hedge Magic,Arcane Tempest,3,0,Y,Only Enemy,-,-,Blunt 1-3,All Enemies,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hedge Magic,Army of Wolves,3,E,Y,-,-,-,Summon,-,-,-,-,-,1-10 Wolves,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Hedge Magic,Black Death,3,0,Y,-,Lifeless,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Hedge Magic,Call Lightning,3,10,Y,-,-,Y,Shock 1-8,12 strikes,-,Stun,-,MR 2d4 (reg),-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hedge Magic,Deadly Fumes,3,10,Y,-,-,Y,Poison 1-6,Burst 100,-,-,-,-,-,-,-,
Hedge Magic,Earthquake,3,0,-,-,Flying/Floating,-,Blunt 1-5,-,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hedge Magic,Slumbering Army,3,0,Y,Only Enemy,Mindless,-,Sleep,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
High Arcana,Combustion,1,6,Y,-,-,-,Burn,4 strikes,-,-,-,-,Burn Forest,-,-,"Burning units will take fire damage each round. Large units take more damage than small units. Chance to put out fire each round, greater chance with Fire Resist; Grants Burn Forest ability"
High Arcana,Earth Grip,1,6,Y,-,Flying/Floating,-,Earth Grip,Single,-,-,-,-,-,-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
High Arcana,Fire Resistance,1,6,Y,-,-,-,Fire Resistance (100),Burst 5,-,-,-,-,-,-,-,Fire Damage reduced by 100%
High Arcana,Fire Shield,1,6,Y,-,-,-,Fire Shield (3),Single,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
High Arcana,Ironskin,1,8,Y,-,Ethereal,-,Armor +2,Single,-,-,-,-,-,-,-,
High Arcana,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
High Arcana,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
High Arcana,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
High Arcana,Earth Meld,2,6,Y,-,-,-,Earth Grip,Burst 9,-,-,-,-,-,-,-,Earth gripped units are immobilized until they pass a strength check vs 2d6. Passing a strength check vs 1d5+7 will have the unit break free and attack in the same round
High Arcana,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
High Arcana,Fire Ward,2,6,Y,-,-,-,Fire Resistance (100),Burst 25,-,-,-,-,-,-,-,Fire Damage reduced by 100%
High Arcana,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
High Arcana,Mass Combustion,2,10,Y,Only Enemy,-,-,Burn,Burst 50,-,-,-,-,Burn Forest,Y,-,"Burning units will take fire damage each round. Large units take more damage than small units. Chance to put out fire each round, greater chance with Fire Resist; Grants Burn Forest ability"
High Arcana,Meteor,2,15,Y,-,-,-,Blunt 1-50,Single,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,Y,
High Arcana,Soldiers of Flame,2,6,Y,-,-,-,Fire Shield (3),Burst 5,-,-,-,-,-,-,-,"Any enemy attacking this unit in melee will take some fire Damage; They may also be set on fire, suffering more fire Damage every turn until the fire goes out; Units with Fire Aura (6) or greater will automatically set forest and jungle squares on fire upon entering them"
High Arcana,Soldiers of Steel,2,8,Y,Only Friendly,Ethereal,-,Armor +2,Burst 5,-,-,-,-,-,-,-,
High Arcana,Soul Slay,2,10,Y,-,Mindless,Y,Magic 1-999,Single,(gd) MR 2d6,Paralyzation,-,MR 2d4 (reg),-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
High Arcana,Army of Gold,3,6,Y,Only Friendly,Ethereal,-,"Fire Resistance (100),  Armor +2",All Friends,-,-,-,-,-,-,-,All Friendly Units have Fire Damage reduced by 100%
High Arcana,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
High Arcana,Meteor Showers,3,0,Y,-,-,-,Blunt 1-40,15% of battlefield,-,Fire 1-8,Burst 5,-,x5 damage vs Walls (Primary only),Y,-,
High Arcana,Slumbering Army,3,0,Y,Only Enemy,Mindless,-,Sleep,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Hydromancy,Acid Darts,1,6,Y,-,-,Y,Acid 1-5,2 strikes,-,-,-,-,-,-,-,
Hydromancy,Dehydration,1,8,Y,-,Undead; Lifeless,-,Exhaustion,Single,STR 2d4,-,-,-,-,-,-,Exhausted units get -1 to Strength and has a chance of not moving.  Exhausted units that attack have a 50% chance of taking 1 point of damage.  Disappears after battle.
Hydromancy,Stream of Water,1,6,Y,-,Lifeless (xEffect only; Water Breathers (xEffect only),xEffect only,Stun,Burst 3,MR 2d4; STR 2d4,Blunt 1-3,-,-,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hydromancy,Summon Water,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Lesser Water,Y,-,A maximum of about 25 Lesser Waters can be summoned in a single battle
Hydromancy,Acid Spray,2,5,Y,-,-,Y,Acid 1-10,Narrow Cone 10,-,-,-,-,-,-,-,
Hydromancy,Call Water,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-4 Lesser Waters,Y,-,A maximum of about 25 Lesser Waters can be summoned in a single battle
Hydromancy,Rising Tide,2,8,Y,-,Lifeless (xEffect only; Water Breathers (xEffect only),xEffect only,Stun,Burst 25,MR 2d4; STR 2d4,Blunt 1-3,-,-,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hydromancy,Sailor's Death,2,6,Y,-,Lifeless; Water Breathers,xEffect only,Stun,Single,(gd) MR 2d6,Magic 1-999,-,(ez) MR 1d5,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hydromancy,Torrent of Water,2,6,Y,-,-,-,Blunt 1-6,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hydromancy,Acid Rain,3,8,Y,-,-,Y,Acid 1-12,Burst 25,-,-,-,-,-,-,-,
Hydromancy,Army of Waves,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-10 Lesser Waters,Y,-,A maximum of about 25 Lesser Waters can be summoned in a single battle
Hydromancy,Deluge,3,6,Y,-,-,-,Blunt 1-11,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Hydromancy,Watery Doom,3,10,Y,-,Lifeless (xEffect only; Water Breathers (xEffect only),xEffect only,Stun,Burst 100,MR 2d4,Magic 1-999,-,(ez) MR 1d5,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Illusionism,Beam of Light,1,8,Y,-,Giant sized (xEffect only),Y,Magic 1-3,Single,(gd) MR 2d6,Blindness,-,MR 2d4,-,-,-,Unit almost always misses with attacks
Illusionism,Confusion,1,8,Y,-,Mindless,-,Confusion,Single,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Illusionism,Displaced Self,1,0,Y,-,-,-,Displacement,Single,-,-,-,-,-,-,-,"Displaced units seem to appear to be at a slighty different location than it really is.  Great protection from long Range attacks, slight protection against Melee attack. Does not offer protection from large AoE or mental attacks"
Illusionism,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Illusionism,Mirror Image,1,0,Y,-,-,-,Mirror Image,Single,-,-,-,-,-,-,-,*
Illusionism,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Illusionism,Bewilderment,2,8,Y,-,Mindless,-,Confusion,Burst 9,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Illusionism,Color Spray,2,8,Y,-,Giant sized (xEffect only),Y,Magic 1-2,Burst 5,(gd) MR 2d6,Blindness,-,MR 2d4,-,-,-,Unit almost always misses with attacks
Illusionism,Enchanted Sleep,2,10,Y,Only Enemy,Mindless,-,Sleep,Burst 25,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Illusionism,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Illusionism,Displace Army,3,8,Y,Only Friendly,-,-,Displacement,Burst 25,-,-,-,-,-,-,-,"Displaced units seem to appear to be at a slighty different location than it really is.  Great protection from long Range attacks, slight protection against Melee attack. Does not offer protection from large AoE or mental attacks"
Illusionism,Mist of Confusion,3,10,Y,-,Mindless,-,Confusion,Burst 25,MR 2d4,-,-,-,-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Illusionism,Slumbering Army,3,0,Y,Only Enemy,Mindless,-,Sleep,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Illusionism,Visions of Dread,3,10,Y,-,-,Y,Fear 1-8,Burst 100,-,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Infernal Magic,Blood Boil,1,6,Y,-,Lifeless,Y,Fire 1-15,Single,MR 2d4,-,-,-,-,-,-,
Infernal Magic,Flame Burst,1,6,Y,-,-,-,Fire 1-8,Single,-,-,-,-,-,-,-,
Infernal Magic,Pain,1,6,Y,-,Lifeless,Y,Magic 1-10,Single,MR 2d4,-,-,-,-,-,-,
Infernal Magic,Spontaneous Combustion,1,6,Y,-,-,-,Burn,3 strikes,-,-,-,-,-,-,-,"Burning units will take fire damage each round. Large units take more damage than small units. Chance to put out fire each round, greater chance with Fire Resist"
Infernal Magic,Strength,1,8,Y,-,-,-,Strength +2,Burst 3,-,-,-,-,-,-,-,
Infernal Magic,Summon Imp,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Imp,Y,-,A maximum of about 50 Imps can be summoned in a single battle; CANNOT be cast at sea
Infernal Magic,Agony,2,10,Y,-,Lifeless,Y,Magic 1-9,Burst 25,MR 2d4,-,-,-,-,-,-,
Infernal Magic,Blood Burst,2,6,Y,-,Lifeless,-,Magic 1-20,Burst 5,(ez) MR 1d5,-,-,-,-,-,-,
Infernal Magic,Harm,2,8,Y,-,Lifeless,Y,Magic 1-33,Single,MR 2d4,-,-,-,-,-,-,
Infernal Magic,Hellbind Heart,2,6,Y,-,Mindless,-,Enslave,Single,MR 2d4,-,-,-,-,Y,-,Enslaved units immediately switch sides and attack their former comrades
Infernal Magic,Infernal Strength,2,8,Y,-,-,-,Strength +2,Burst 25,-,-,-,-,-,-,-,
Infernal Magic,Lashes of Pain,2,6,Y,-,Lifeless,-,Slash 1-9,3 strikes,-,Stun,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round.
Infernal Magic,Summon Imps,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Imps,Y,-,A maximum of about 50 Imps can be summoned in a single battle; CANNOT be cast at sea
Infernal Magic,Bloodletting,3,0,Y,-,Lifeless,-,Magic 1-6,Entire Battlefield,-,-,-,-,Drain,Y,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Infernal Magic,Imp Horde,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-12 Imps,y,-,A maximum of about 50 Imps can be summoned in a single battle
Infernal Magic,Infernal Gate,3,3,Y,-,-,-,Summon,-,-,-,-,-,1 Fiend of Darkness; 1 Lesser Demon; and 1 Devil,Y,-,"A maximum of about 25 Fiends of Darkness, 25 Lesser Demons, and 25 Devils can be summoned in a single battle"
